PID,gender,age,SOD,role,staying,floor,office_number,pair,place1,place2,place4familiar,place4unfamiliar,familiar,unfamiliar,vis_diff_1,str_diff_1,sem_diff_1,sign_diff_1,fre_diff_1,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
FS019,male,31,85,scientific staff,135,L,54, ,J10,L11,L11,J10,-1,1,-.452910813657838,-1.10218791616583,.317820863081864,-1.19522860933439,-1.91989760819127,-1.358732441,0,0,-.659380473,-1.328422328,-1.318760947,0,0,.953462589,-1.195228609,-1.919897608
FS019,male,31,85,scientific staff,135,L,54, ,J10,Elevator,Elevator,Elevator,-1,-1,-.669635193288451,-2.77555756156289E-17,-.317820863081864,0,-1.91989760819127,-.67936622,-.731925055,-.597614305,.659380473,0,-.659380473,0,0,-.953462589,0,-1.919897608
FS019,male,31,85,scientific staff,135,L,54, ,J10,K32,K32,J10,-1,1,.425660175051318,.219793491131929,.588036438944161,-.597614304667197,0,.67936622,0,.597614305,.659380473,0,0,2.195775164,-.431665847,0,-.597614305,0
FS019,male,31,85,scientific staff,135,L,54, ,J10,WC-L,WC-L,J10,-1,1,.824069711496116,-1.10218791616583,-.130130034017282,0,-1.91989760819127,.67936622,0,1.792842914,-.659380473,-1.328422328,-1.318760947,-.731925055,1.294997542,-.953462589,0,-1.919897608
FS019,male,31,85,scientific staff,135,L,54, ,L40,L11,L11,L11,-1,-1,-2.23536098669427,-2.64396281459553,.2340195104094,-2.98807152333598,-1.59991467349273,-2.717464882,-2.195775164,-1.792842914,-2.637521894,-2.656844657,-2.637521894,0,-2.158329237,2.860387768,-2.988071523,-1.599914673
FS019,male,31,85,scientific staff,135,L,54, ,L40,Elevator,Elevator,Elevator,-1,-1,-2.45208536632489,-1.54177489842969,-.401622215754329,-1.79284291400159,-1.59991467349273,-2.038098661,-2.927700219,-2.390457219,-1.318760947,-1.328422328,-1.97814142,0,-2.158329237,.953462589,-1.792842914,-1.599914673
FS019,male,31,85,scientific staff,135,L,54, ,L40,K32,L40,K32,1,-1,-1.35678999798512,-1.32198140729776,.504235086271697,-2.39045721866879,.319982934698545,-.67936622,-2.195775164,-1.195228609,-1.318760947,-1.328422328,-1.318760947,2.195775164,-2.589995084,1.906925178,-2.390457219,.319982935
FS019,male,31,85,scientific staff,135,L,54, ,L40,WC-L,WC-L,WC-L,-1,-1,-.958380461540319,-2.64396281459553,-.213931386689746,-1.79284291400159,-1.59991467349273,-.67936622,-2.195775164,0,-2.637521894,-2.656844657,-2.637521894,-.731925055,-.863331695,.953462589,-1.792842914,-1.599914673
FS019,male,31,85,scientific staff,135,L,54, ,L11,Elevator,L11,Elevator,1,-1,-.216724379630613,1.10218791616583,-.635641726163728,1.19522860933439,0,.67936622,-.731925055,-.597614305,1.318760947,1.328422328,.659380473,0,0,-1.906925178,1.195228609,0
FS019,male,31,85,scientific staff,135,L,54, ,L11,K32,K32,L11,-1,1,.878570988709156,1.32198140729776,.270215575862297,.597614304667197,1.91989760819127,2.038098661,0,.597614305,1.318760947,1.328422328,1.318760947,2.195775164,-.431665847,-.953462589,.597614305,1.919897608
FS019,male,31,85,scientific staff,135,L,54, ,L11,WC-L,L11, ,1, ,1.27698052515395,0,-.447950897099146,1.19522860933439,0,2.038098661,0,1.792842914,0,0,0,-.731925055,1.294997542,-1.906925178,1.195228609,0
FS019,male,31,85,scientific staff,135,L,54, ,Elevator,K32,K32,Elevator,-1,1,1.09529536833977,.219793491131929,.905857302026026,-.597614304667197,1.91989760819127,1.358732441,.731925055,1.195228609,0,0,.659380473,2.195775164,-.431665847,.953462589,-.597614305,1.919897608
FS019,male,31,85,scientific staff,135,L,54, ,Elevator,WC-L,WC-L,Elevator,-1,1,1.49370490478457,-1.10218791616583,.187690829064582,0,0,1.358732441,.731925055,2.390457219,-1.318760947,-1.328422328,-.659380473,-.731925055,1.294997542,0,0,0
FS019,male,31,85,scientific staff,135,L,54, ,K32,WC-L,K32,WC-L,1,-1,.398409536444798,-1.32198140729776,-.718166472961443,.597614304667197,-1.91989760819127,0,0,1.195228609,-1.318760947,-1.328422328,-1.318760947,-2.927700219,1.726663389,-.953462589,.597614305,-1.919897608
FS020,male,44,82,scientific staff,31,J,70, ,WC-J,J41,WC-J,WC-J,1,1,2.28841118023702,1.09718098670904,2.45876407862371,2.44948974278318,2.39045721866879,2.5,2.339754807,2.025478734,1.090008629,1.346135408,.855398923,2.243559013,2.589995084,2.542738139,2.449489743,2.390457219
FS020,male,44,82,scientific staff,31,J,70, ,WC-J,Elevator,Elevator,Elevator,-1,-1,.322650320436249,-.765942280931996,.900322925004624,1.46969384566991,2.39045721866879,.5,.467950961,0,-.545004315,-.897423605,-.855398923,.897423605,1.294997542,.508547628,1.469693846,2.390457219
FS020,male,44,82,scientific staff,31,J,70, ,WC-J,L11,L11,WC-J,-1,1,.491440214950194,-1.23274336006629,.287777231534477,1.46969384566991,1.19522860933439,.5,.467950961,.506369684,-1.090008629,-.897423605,-1.710797846,0,.863331695,0,1.469693846,1.195228609
FS020,male,44,82,scientific staff,31,J,70, ,WC-J,WC-K,WC-J,WC-J,1,1,.166666666666667,-.662477411554085,.143888615767239,.489897948556636,2.39045721866879,.5,0,0,-1.090008629,-.897423605,0,0,.431665847,0,.489897949,2.390457219
FS020,male,44,82,scientific staff,31,J,70, ,WC-J,H79,H79,WC-J,-1,1,1.96576085980077,.947610385810186,1.65675723424201,2.44948974278318,2.39045721866879,2,1.871803845,2.025478734,1.090008629,.897423605,.855398923,1.794847211,2.158329237,1.017095255,2.449489743,2.390457219
FS020,male,44,82,scientific staff,31,J,70, ,J41,Elevator,Elevator,Elevator,-1,-1,-1.96576085980077,-1.86312326764103,-1.55844115361908,-.979795897113271,0,-2,-1.871803845,-2.025478734,-1.635012944,-2.243559013,-1.710797846,-1.346135408,-1.294997542,-2.034190511,-.979795897,0
FS020,male,44,82,scientific staff,31,J,70, ,J41,L11,L11,L11,-1,-1,-1.79697096528683,-2.32992434677532,-2.17098684708923,-.979795897113271,-1.19522860933439,-2,-1.871803845,-1.519109051,-2.180017259,-2.243559013,-2.566196768,-2.243559013,-1.726663389,-2.542738139,-.979795897,-1.195228609
FS020,male,44,82,scientific staff,31,J,70, ,J41,WC-K,WC-K,WC-K,-1,-1,-2.12174451357036,-1.75965839826312,-2.31487546285647,-1.95959179422654,0,-2,-2.339754807,-2.025478734,-2.180017259,-2.243559013,-.855398923,-2.243559013,-2.158329237,-2.542738139,-1.959591794,0
FS020,male,44,82,scientific staff,31,J,70, ,J41,H79,H79,H79,-1,-1,-.322650320436249,-.149570600898853,-.802006844381699,0,0,-.5,-.467950961,0,0,-.448711803,0,-.448711803,-.431665847,-1.525642883,0,0
FS020,male,44,82,scientific staff,31,J,70, ,Elevator,L11,Elevator,Elevator,1,1,.168789894513944,-.46680107913429,-.612545693470146,0,-1.19522860933439,0,0,.506369684,-.545004315,0,-.855398923,-.897423605,-.431665847,-.508547628,0,-1.195228609
FS020,male,44,82,scientific staff,31,J,70, ,Elevator,WC-K,Elevator,Elevator,1,1,-.155983653769583,.103464869377911,-.756434309237385,-.979795897113271,0,0,-.467950961,0,-.545004315,0,.855398923,-.897423605,-.863331695,-.508547628,-.979795897,0
FS020,male,44,82,scientific staff,31,J,70, ,Elevator,H79,Elevator,Elevator,1,1,1.64311053936453,1.71355266674218,.756434309237385,.979795897113271,0,1.5,1.403852884,2.025478734,1.635012944,1.794847211,1.710797846,.897423605,.863331695,.508547628,.979795897,0
FS020,male,44,82,scientific staff,31,J,70, ,L11,WC-K,L11,WC-K,1,-1,-.324773548283527,.570265948512201,-.143888615767239,-.979795897113271,1.19522860933439,0,-.467950961,-.506369684,0,0,1.710797846,0,-.431665847,0,-.979795897,1.195228609
FS020,male,44,82,scientific staff,31,J,70, ,L11,H79,L11,L11,1,1,1.47432064485058,2.18035374587647,1.36898000270753,.979795897113271,1.19522860933439,1.5,1.403852884,1.519109051,2.180017259,1.794847211,2.566196768,1.794847211,1.294997542,1.017095255,.979795897,1.195228609
FS020,male,44,82,scientific staff,31,J,70, ,WC-K,H79,H79,WC-K,-1,1,1.79909419313411,1.61008779736427,1.51286861847477,1.95959179422654,0,1.5,1.871803845,2.025478734,2.180017259,1.794847211,.855398923,1.794847211,1.726663389,1.017095255,1.959591794,0
FS021,female,30,75,scientific staff,44,J,74, ,WC-L,L40,WC-L,WC-L,1,1,1.224093333,2.06124,1.71881,2.17643,2.25706,1.61126,1.54576,.51526,2.21403,1.77704,2.19265,1.74175,1.7108,1.70388,2.17643,2.25706
FS021,female,30,75,scientific staff,44,J,74, ,WC-L,J41,WC-L,WC-L,1,1,.186303333,.736613333,1.521073333,2.17643,2.25706,1.07417,.51525,-1.03051,0,1.33278,.87706,.58058,1.7108,2.27184,2.17643,2.25706
FS021,female,30,75,scientific staff,44,J,74, ,WC-L,K32,WC-L,K32,1,-1,-1.037783333,-.44187,-.336096667,.36274,2.25706,-.53708,-1.03051,-1.54576,-.44281,-.44427,-.43853,-.58059,-.4277,0,.36274,2.25706
FS021,female,30,75,scientific staff,44,J,74, ,WC-L,L11,L11,WC-L,-1,1,-.687006667,-.294266667,-.529623333,1.81369,.75235,0,-.51526,-1.54576,0,-.44427,-.43853,-1.16117,-.4277,0,1.81369,.75235
FS021,female,30,75,scientific staff,44,J,74, ,WC-L,H38,H38,WC-L,-1,1,-1.388563333,-.149516667,.663773333,2.17643,2.25706,-1.07417,-1.03051,-2.06101,-.44281,-.44427,.43853,0,.8554,1.13592,2.17643,2.25706
FS021,female,30,75,scientific staff,44,J,74, ,L40,J41,L40, ,1, ,-1.03779,-1.324626667,-.197736667,0,0,-.53709,-1.03051,-1.54577,-2.21403,-.44426,-1.31559,-1.16117,0,.56796,0,0
FS021,female,30,75,scientific staff,44,J,74, ,L40,K32,L40,K32,1,-1,-2.261876667,-2.50311,-2.054906667,-1.81369,0,-2.14834,-2.57627,-2.06102,-2.65684,-2.22131,-2.63118,-2.32234,-2.1385,-1.70388,-1.81369,0
FS021,female,30,75,scientific staff,44,J,74, ,L40,L11,L11,L11,-1,-1,-1.9111,-2.355506667,-2.248433333,-.36274,-1.50471,-1.61126,-2.06102,-2.06102,-2.21403,-2.22131,-2.63118,-2.90292,-2.1385,-1.70388,-.36274,-1.50471
FS021,female,30,75,scientific staff,44,J,74, ,L40,H38,H38,H38,-1,-1,-2.612656667,-2.210756667,-1.055036667,0,0,-2.68543,-2.57627,-2.57627,-2.65684,-2.22131,-1.75412,-1.74175,-.8554,-.56796,0,0
FS021,female,30,75,scientific staff,44,J,74, ,J41,K32,K32,K32,-1,-1,-1.224086667,-1.178483333,-1.85717,-1.81369,0,-1.61125,-1.54576,-.51525,-.44281,-1.77705,-1.31559,-1.16117,-2.1385,-2.27184,-1.81369,0
FS021,female,30,75,scientific staff,44,J,74, ,J41,L11,L11,L11,-1,-1,-.87331,-1.03088,-2.050696667,-.36274,-1.50471,-1.07417,-1.03051,-.51525,0,-1.77705,-1.31559,-1.74175,-2.1385,-2.27184,-.36274,-1.50471
FS021,female,30,75,scientific staff,44,J,74, ,J41,H38,H38,H38,-1,-1,-1.574866667,-.88613,-.8573,0,0,-2.14834,-1.54576,-1.0305,-.44281,-1.77705,-.43853,-.58058,-.8554,-1.13592,0,0
FS021,female,30,75,scientific staff,44,J,74, ,K32,L11,L11,K32,-1,1,.350776667,.147603333,-.193526667,1.45095,-1.50471,.53708,.51525,0,.44281,0,0,-.58058,0,0,1.45095,-1.50471
FS021,female,30,75,scientific staff,44,J,74, ,K32,H38,H38,H38,-1,-1,-.35078,.292353333,.99987,1.81369,0,-.53709,0,-.51525,0,0,.87706,.58059,1.2831,1.13592,1.81369,0
FS021,female,30,75,scientific staff,44,J,74, ,L11,H38,L11,H38,1,-1,-.701556667,.14475,1.193396667,.36274,1.50471,-1.07417,-.51525,-.51525,-.44281,0,.87706,1.16117,1.2831,1.13592,.36274,1.50471
FS022,female,33,80,scientific staff,27,L,64, ,H79,K13,H79,H79,1,1,-1.00517,-.47866,0,-1.7108,0,-1.14208,-.545,-1.32843,-.8554,0,-.58058, ,0, ,-1.7108,0
FS022,female,33,80,scientific staff,27,L,64, ,H79,L40,H79,H79,1,1,-.823503333,-.763793333,1.22474,-.8554,-.31998,-1.14208,0,-1.32843,-1.7108,0,-.58058, ,1.22474, ,-.8554,-.31998
FS022,female,33,80,scientific staff,27,L,64, ,H79,L11,L11,H79,-1,1,-1.56753,-1.414373333,-1.22475,-1.7108,-1.9199,-2.28416,-1.09,-1.32843,-1.7108,-.79057,-1.74175, ,-1.22475, ,-1.7108,-1.9199
FS022,female,33,80,scientific staff,27,L,64, ,H79,Elevator,Elevator,Elevator,-1,-1,-2.183326667,-2.420083333,-1.22475,-2.5662,-1.9199,-1.71312,-2.18001,-2.65685,-2.5662,-2.37171,-2.32234, ,-1.22475, ,-2.5662,-1.9199
FS022,female,33,80,scientific staff,27,L,64, ,H79,K32,K32,H79,-1,1,-2.56402,-2.15656,-1.22475,-2.5662,-1.9199,-2.8552,-2.18001,-2.65685,-2.5662,-1.58114,-2.32234, ,-1.22475, ,-2.5662,-1.9199
FS022,female,33,80,scientific staff,27,L,64, ,K13,L40,K13,K13,1,1,.181666667,-.285133333,1.22474,.8554,-.31998,0,.545,0,-.8554,0,0, ,1.22474, ,.8554,-.31998
FS022,female,33,80,scientific staff,27,L,64, ,K13,L11,L11,L11, ,-1,-.56236,-.935713333,-1.22475,0,-1.9199,-1.14208,-.545,0,-.8554,-.79057,-1.16117, ,-1.22475, ,0,-1.9199
FS022,female,33,80,scientific staff,27,L,64, ,K13,Elevator,Elevator,Elevator,-1,-1,-1.178156667,-1.941423333,-1.22475,-.8554,-1.9199,-.57104,-1.63501,-1.32842,-1.7108,-2.37171,-1.74176, ,-1.22475, ,-.8554,-1.9199
FS022,female,33,80,scientific staff,27,L,64, ,K13,K32,K32,K32, ,-1,-1.55885,-1.6779,-1.22475,-.8554,-1.9199,-1.71312,-1.63501,-1.32842,-1.7108,-1.58114,-1.74176, ,-1.22475, ,-.8554,-1.9199
FS022,female,33,80,scientific staff,27,L,64, ,L40,L11,L11,L11,-1,-1,-.744026667,-.65058,-2.44949,-.8554,-1.59992,-1.14208,-1.09,0,0,-.79057,-1.16117, ,-2.44949, ,-.8554,-1.59992
FS022,female,33,80,scientific staff,27,L,64, ,L40,Elevator,Elevator,Elevator,-1,-1,-1.359823333,-1.65629,-2.44949,-1.7108,-1.59992,-.57104,-2.18001,-1.32842,-.8554,-2.37171,-1.74176, ,-2.44949, ,-1.7108,-1.59992
FS022,female,33,80,scientific staff,27,L,64, ,L40,K32,K32,K32,-1,-1,-1.740516667,-1.392766667,-2.44949,-1.7108,-1.59992,-1.71312,-2.18001,-1.32842,-.8554,-1.58114,-1.74176, ,-2.44949, ,-1.7108,-1.59992
FS022,female,33,80,scientific staff,27,L,64, ,L11,Elevator,Elevator,Elevator,-1,-1,-.615796667,-1.00571,0,-.8554,0,.57104,-1.09001,-1.32842,-.8554,-1.58114,-.58059, ,0, ,-.8554,0
FS022,female,33,80,scientific staff,27,L,64, ,L11,K32,K32,K32, ,-1,-.99649,-.742186667,0,-.8554,0,-.57104,-1.09001,-1.32842,-.8554,-.79057,-.58059, ,0, ,-.8554,0
FS022,female,33,80,scientific staff,27,L,64, ,Elevator,K32,Elevator,Elevator,1,1,-.380693333,.263523333,0,0,0,-1.14208,0,0,0,.79057,0, ,0, ,0,0
FS023,female,31,77,scientific staff,50,J,84, ,WC-L,L40,WC-L,WC-L,1,1,2.201926667,1.209546667,-.266016667,2.24356,2.04124,2.25706,2.15295,2.19577,1.19522,.48224,1.95118,1.65144,-2.44949,0,2.24356,2.04124
FS023,female,31,77,scientific staff,50,J,84, ,WC-L,J41,WC-L,WC-L,1,1,2.201926667,1.768706667,.559706667,2.24356,2.44949,2.25706,2.15295,2.19577,2.39045,.96449,1.95118,1.65144,-2.44949,2.47717,2.24356,2.44949
FS023,female,31,77,scientific staff,50,J,84, ,WC-L,L11,L11,WC-L,-1,1,.736353333,-.352166667,-1.09174,.44871,.81649,.75235,.35883,1.09788,0,-1.44673,.39023,-.82573,-2.44949,0,.44871,.81649
FS023,female,31,77,scientific staff,50,J,84, ,WC-L,H38, ,WC-L, ,1,.366986667,-.612323333,-.678876667,1.34613,2.44949,.37617,.35883,.36596,0,-1.44673,-.39024,.41286,-2.44949,0,1.34613,2.44949
FS023,female,31,77,scientific staff,50,J,84, ,WC-L,H79, ,WC-L, ,1,1.956926667,.390236667,-.128396667,2.24356,2.04124,1.88088,1.79413,2.19577,0,0,1.17071,1.23858,-2.44949,.82572,2.24356,2.04124
FS023,female,31,77,scientific staff,50,J,84, ,L40,J41,L40, ,1, ,0,.55916,.825723333,0,.40825,0,0,0,1.19523,.48225,0,0,0,2.47717,0,.40825
FS023,female,31,77,scientific staff,50,J,84, ,L40,L11,L11,L11,-1,-1,-1.465573333,-1.561713333,-.825723333,-1.79485,-1.22475,-1.50471,-1.79412,-1.09789,-1.19522,-1.92897,-1.56095,-2.47717,0,0,-1.79485,-1.22475
FS023,female,31,77,scientific staff,50,J,84, ,L40,H38,H38,H38,-1,-1,-1.83494,-1.82187,-.41286,-.89743,.40825,-1.88089,-1.79412,-1.82981,-1.19522,-1.92897,-2.34142,-1.23858,0,0,-.89743,.40825
FS023,female,31,77,scientific staff,50,J,84, ,L40,H79,H79,H79, ,-1,-.245,-.81931,.13762,0,0,-.37618,-.35882,0,-1.19522,-.48224,-.78047,-.41286,0,.82572,0,0
FS023,female,31,77,scientific staff,50,J,84, ,J41,L11,L11,L11,-1,-1,-1.465573333,-2.120873333,-1.651446667,-1.79485,-1.633,-1.50471,-1.79412,-1.09789,-2.39045,-2.41122,-1.56095,-2.47717,0,-2.47717,-1.79485,-1.633
FS023,female,31,77,scientific staff,50,J,84, ,J41,H38,H38,H38,-1,-1,-1.83494,-2.38103,-1.238583333,-.89743,0,-1.88089,-1.79412,-1.82981,-2.39045,-2.41122,-2.34142,-1.23858,0,-2.47717,-.89743,0
FS023,female,31,77,scientific staff,50,J,84, ,J41,H79,H79,H79, ,-1,-.245,-1.37847,-.688103333,0,-.40825,-.37618,-.35882,0,-2.39045,-.96449,-.78047,-.41286,0,-1.65145,0,-.40825
FS023,female,31,77,scientific staff,50,J,84, ,L11,H38,L11,H38,1,-1,-.369366667,-.260156667,.412863333,.89742,1.633,-.37618,0,-.73192,0,0,-.78047,1.23859,0,0,.89742,1.633
FS023,female,31,77,scientific staff,50,J,84, ,L11,H79,L11,H79,1,-1,1.220573333,.742403333,.963343333,1.79485,1.22475,1.12853,1.4353,1.09789,0,1.44673,.78048,2.06431,0,.82572,1.79485,1.22475
FS023,female,31,77,scientific staff,50,J,84, ,H38,H79,H38,H38,1,1,1.58994,1.00256,.55048,.89743,-.40825,1.50471,1.4353,1.82981,0,1.44673,1.56095,.82572,0,.82572,.89743,-.40825
FS024,male,31,74,scientific staff,125,K,64, ,H38,K32,H38,H38,1,1,2.21824,1.619316667,-.90582,-1.79284,0,2.33975,2.32234,1.99263,1.32842,1.59787,1.93166,0,-2.71746,0,-1.79284,0
FS024,male,31,74,scientific staff,125,K,64, ,H38,L11,L11,L11,-1,-1,1.712743333,-.35456,-1.564976667,-1.79284,-.82572,1.40385,1.74175,1.99263,-.66421,-.39947,0,-1.32842,-2.03809,-1.32842,-1.79284,-.82572
FS024,male,31,74,scientific staff,125,K,64, ,H38,WC-K,WC-K,WC-K,-1,-1,.193526667,.82914,-1.112066667,-2.39046,-2.47717,0,.58058,0,1.32842,0,1.159,-1.32842,-.67936,-1.32842,-2.39046,-2.47717
FS024,male,31,74,scientific staff,125,K,64, ,H38,J10,J10,H38,-1,1,.570913333,-.092626667,-.0101,-1.19523,0,.46795,.58058,.66421,-.66421,0,.38633,1.32843,-1.35873,0,-1.19523,0
FS024,male,31,74,scientific staff,125,K,64, ,H38,H79,H38,H38,1,1,2.062256667,1.881253333,.216356667,0,0,1.8718,2.32234,1.99263,1.32842,1.99734,2.318,0,-.67936,1.32843,0,0
FS024,male,31,74,scientific staff,125,K,64, ,K32,L11,L11,L11,-1,-1,-.505496667,-1.973876667,-.659156667,0,-.82572,-.9359,-.58059,0,-1.99263,-1.99734,-1.93166,-1.32842,.67937,-1.32842,0,-.82572
FS024,male,31,74,scientific staff,125,K,64, ,K32,WC-K,WC-K,WC-K,-1,-1,-2.024713333,-.790176667,-.206246667,-.59762,-2.47717,-2.33975,-1.74176,-1.99263,0,-1.59787,-.77266,-1.32842,2.0381,-1.32842,-.59762,-2.47717
FS024,male,31,74,scientific staff,125,K,64, ,K32,J10,K32,J10,1,-1,-1.647326667,-1.711943333,.89572,.59761,0,-1.8718,-1.74176,-1.32842,-1.99263,-1.59787,-1.54533,1.32843,1.35873,0,.59761,0
FS024,male,31,74,scientific staff,125,K,64, ,K32,H79,K32,H79,1,-1,-.155983333,.261936667,1.122176667,1.79284,0,-.46795,0,0,0,.39947,.38634,0,2.0381,1.32843,1.79284,0
FS024,male,31,74,scientific staff,125,K,64, ,L11,WC-K,L11,L11,1,1,-1.519216667,1.1837,.45291,-.59762,-1.65145,-1.40385,-1.16117,-1.99263,1.99263,.39947,1.159,0,1.35873,0,-.59762,-1.65145
FS024,male,31,74,scientific staff,125,K,64, ,L11,J10,L11,L11,1,1,-1.14183,.261933333,1.554876667,.59761,.82572,-.9359,-1.16117,-1.32842,0,.39947,.38633,2.65685,.67936,1.32842,.59761,.82572
FS024,male,31,74,scientific staff,125,K,64, ,L11,H79,L11,L11,1,1,.349513333,2.235813333,1.781333333,1.79284,.82572,.46795,.58059,0,1.99263,2.39681,2.318,1.32842,1.35873,2.65685,1.79284,.82572
